2018,Monday,Lovers Lane,Motor Vehicle Crash - Injury,18:10:29
2018,Monday,Birch Avenue,Motor Vehicle Crash - No Injury,20:08:56
2018,Tuesday,Mercer Street,Motor Vehicle Crash - No Injury,09:53:23
2018,Tuesday,State Road,Motor Vehicle Crash - No Injury,15:22:51
2018,Tuesday,Nassau Street,Motor Vehicle Crash - No Injury,16:30:54
2018,Tuesday,Patton Avenue,Motor Vehicle Crash - Injury,17:01:44
2018,Wednesday,Guyot Avenue,Motor Vehicle Crash - No Injury,16:47:11
2018,Thursday,Witherspoon Street,Motor Vehicle Crash - No Injury,07:22:15
2018,Friday,Witherspoon Street,Motor Vehicle Crash - No Injury,11:07:12
2018,Saturday,State Road,Motor Vehicle Crash - No Injury,04:07:09
2018,Saturday,Moore Street,Motor Vehicle Crash - No Injury,13:16:52
2018,Saturday,Spring Street,Motor Vehicle Crash - No Injury,16:00:25
2018,Sunday,Alexander Street,Motor Vehicle Crash - No Injury,14:43:56
2018,Sunday,Greenview Avenue,Motor Vehicle Crash - No Injury,15:08:14
2018,Sunday,William Street,Motor Vehicle Crash - No Injury,15:16:46
2018,Sunday,Faculty Road,Motor Vehicle Crash - Injury,15:43:41
2018,Monday,Snowden Lane,Motor Vehicle Crash - No Injury,08:59:16
2018,Monday,Valley Road,Motor Vehicle Crash - Injury,09:42:27
2018,Monday,Spring Street,Motor Vehicle Crash - No Injury,11:19:03
2018,Monday,Hemlock Circle,Motor Vehicle Crash - No Injury,13:25:09
2018,Monday,Stockton Street,Motor Vehicle Crash - No Injury,16:41:27
2018,Monday,Nassau Street,Motor Vehicle Crash - No Injury,17:09:57
2018,Tuesday,North Harrison Street,Motor Vehicle Crash - No Injury,14:17:32
2018,Tuesday,Princeton Kingston Road,Motor Vehicle Crash - No Injury,15:01:19
2018,Tuesday,Prospect Avenue,Motor Vehicle Crash - No Injury,17:31:28
2018,Thursday,North Harrison Street,Motor Vehicle Crash - No Injury,12:55:58
2018,Thursday,Valley Road,Motor Vehicle Crash - No Injury,13:26:34
2018,Thursday,North Harrison Street,Motor Vehicle Crash - No Injury,13:30:38
2018,Friday,Prospect Avenue,Motor Vehicle Crash - No Injury,12:10:30
2018,Friday,Washington Road,Motor Vehicle Crash - No Injury,14:53:42
2018,Saturday,Nassau Street,Motor Vehicle Crash - No Injury,15:15:13
2018,Tuesday,Hickory Court,Motor Vehicle Crash - No Injury,08:13:56
2018,Tuesday,Edgehill Street,Motor Vehicle Crash - Injury,08:37:49
2018,Tuesday,Nassau Street,Motor Vehicle Crash - No Injury,10:05:44
2018,Tuesday,South Harrison Street,Motor Vehicle Crash - No Injury,15:35:06
2018,Tuesday,Nassau Street,Motor Vehicle Crash - No Injury,19:51:02
2018,Wednesday,Nassau Street,Motor Vehicle Crash - No Injury,11:06:45
2018,Wednesday,North Harrison Street,Motor Vehicle Crash - No Injury,13:24:37
2018,Wednesday,Jefferson Road,Motor Vehicle Crash - No Injury,21:52:32
2018,Thursday,Elm Road,Motor Vehicle Crash - No Injury,07:59:45
2018,Thursday,Elm Road,Motor Vehicle Crash - No Injury,08:00:10
2018,Thursday,Maple Street,Motor Vehicle Crash - No Injury,08:26:38
2018,Thursday,Hulfish Street,Motor Vehicle Crash - No Injury,11:24:58
2018,Thursday,Nassau Street,Motor Vehicle Crash - No Injury,13:10:08
2018,Thursday,Palmer Square West,Motor Vehicle Crash - No Injury,13:56:31
2018,Thursday,Monument Drive,Motor Vehicle Crash - Injury,14:49:53
2018,Thursday,Monument Drive,Motor Vehicle Crash - Injury,14:51:56
2018,Thursday,Wiggins Street,Motor Vehicle Crash - No Injury,15:27:44
